;Quantite Commande;Cout standard;Nom Client;Ville;Nom Produit;Couleur;Prix;Modele;Sous Categorie;Categorie;Type Business;Type Canal;Region;Pays;Continent;Date;Etat Civil;Genre;Revenu annuel;Nbr Enfants;Poste;Propeietaire Maison;Nbr Voitures;Annee;Mois;Semaine;Saison;Age;Tranche d'âge
59407;2;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 48;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-08-26;Marié(e);Homme;120000;3;Professional;OUI;4;2017;08;34;Automn;42;40-60
59408;5;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 42;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-08-26;Marié(e);Homme;120000;3;Professional;OUI;4;2017;08;34;Automn;42;40-60
59409;4;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 44;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-08-26;Marié(e);Homme;120000;3;Professional;OUI;4;2017;08;34;Automn;42;40-60
59410;3;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 48;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-08-26;Marié(e);Homme;120000;3;Professional;OUI;4;2017;08;34;Automn;42;40-60
59411;2;31.7244;Jordan Hernandez;Grossmont;Long-Sleeve Logo Jersey, M;Inconnu;48.0673;Long-Sleeve Logo Jersey;Jerseys;Clothing;Value Added Reseller;Reseller;Central;United States;North America;2017-08-26;Marié(e);Homme;120000;3;Professional;OUI;4;2017;08;34;Automn;42;40-60
59412;21;3.3963;Jordan Hernandez;Grossmont;Mountain Bike Socks, M;Inconnu;9.5;Mountain Bike Socks;Socks;Clothing;Value Added Reseller;Reseller;Central;United States;North America;2017-08-26;Marié(e);Homme;120000;3;Professional;OUI;4;2017;08;34;Automn;42;40-60
59413;1;2171.2942;Connor Chen;Lincoln Acres;Road-150 Red, 62;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Southwest;United States;North America;2017-08-26;célibataire;Homme;60000;2;Skilled Manual;NON;2;2017;08;34;Automn;38;20-40
59414;1;2171.2942;Alexandra Stewart;Berkeley;Road-150 Red, 48;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Southwest;United States;North America;2017-08-26;Marié(e);Femme;60000;0;Skilled Manual;OUI;2;2017;08;34;Automn;24;20-40
59415;1;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 38;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Specialty Bike Shop;Reseller;Northeast;United States;North America;2017-08-26;Marié(e);Homme;120000;3;Professional;OUI;4;2017;08;34;Automn;42;40-60
59416;1;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 42;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Specialty Bike Shop;Reseller;Northeast;United States;North America;2017-08-26;Marié(e);Homme;120000;3;Professional;OUI;4;2017;08;34;Automn;42;40-60
59417;1;2171.2942;Trisha Wang;Wollongong;Road-150 Red, 52;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-08-26;Marié(e);Femme;110000;5;Management;OUI;4;2017;08;34;Automn;31;20-40
59418;1;2171.2942;Mayra Kovar;Rockhampton;Road-150 Red, 44;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-08-26;célibataire;Femme;110000;0;Management;NON;2;2017;08;34;Automn;36;20-40
60118;1;1898.0944;Gabrielle Long;Langford;Mountain-100 Black, 42;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;[Not Applicable];Internet;Canada;Canada;North America;2017-08-07;célibataire;Femme;70000;0;Professional;OUI;1;2017;08;32;Automn;40;20-40
60119;1;2171.2942;Lucas Collins;Oak Bay;Road-150 Red, 62;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Canada;Canada;North America;2017-08-07;Marié(e);Homme;60000;0;Skilled Manual;OUI;1;2017;08;32;Automn;41;40-60
60120;1;2171.2942;Alisha Ye;Cliffside;Road-150 Red, 52;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Canada;Canada;North America;2017-08-07;célibataire;Femme;40000;0;Skilled Manual;NON;1;2017;08;32;Automn;27;20-40
60121;1;884.7083;Jordan Hernandez;Grossmont;Road-450 Red, 52;Rouge;1457.99;Road-450;Road Bikes;Bikes;Specialty Bike Shop;Reseller;Southwest;United States;North America;2017-08-07;Marié(e);Homme;120000;3;Professional;OUI;4;2017;08;32;Automn;42;40-60
60122;1;1898.0944;Alan Zheng;Hobart;Mountain-100 Black, 44;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-08-07;Marié(e);Homme;30000;0;Skilled Manual;OUI;2;2017;08;32;Automn;51;40-60
60123;1;2171.2942;Rosa Lu;Geelong;Road-150 Red, 56;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-08-07;célibataire;Femme;70000;0;Professional;NON;2;2017;08;32;Automn;45;40-60
60124;1;2171.2942;Kellie Sanz;Lavender Bay;Road-150 Red, 56;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-08-07;célibataire;Femme;90000;0;Management;NON;1;2017;08;32;Automn;44;40-60
60125;1;2171.2942;Derek Goel;Melbourne;Road-150 Red, 62;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-08-07;célibataire;Homme;90000;0;Management;OUI;0;2017;08;32;Automn;33;20-40
60126;1;2171.2942;Natasha Gutierrez;Darlinghurst;Road-150 Red, 48;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-08-07;célibataire;Femme;90000;0;Management;OUI;0;2017;08;32;Automn;33;20-40
60127;1;1898.0944;Lucas Mitchell;Royal Oak;Mountain-100 Black, 42;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;[Not Applicable];Internet;Canada;Canada;North America;2017-08-12;célibataire;Homme;60000;2;Professional;NON;0;2017;08;32;Automn;39;20-40
60128;4;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 42;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Value Added Reseller;Reseller;Northwest;United States;North America;2017-08-12;Marié(e);Homme;120000;3;Professional;OUI;4;2017;08;32;Automn;42;40-60
60129;1;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 48;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Value Added Reseller;Reseller;Northwest;United States;North America;2017-08-12;Marié(e);Homme;120000;3;Professional;OUI;4;2017;08;32;Automn;42;40-60
60130;2;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 38;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Value Added Reseller;Reseller;Northwest;United States;North America;2017-08-12;Marié(e);Homme;120000;3;Professional;OUI;4;2017;08;32;Automn;42;40-60
60131;1;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 44;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Value Added Reseller;Reseller;Northwest;United States;North America;2017-08-12;Marié(e);Homme;120000;3;Professional;OUI;4;2017;08;32;Automn;42;40-60
60132;1;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 38;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Value Added Reseller;Reseller;Northwest;United States;North America;2017-08-12;Marié(e);Homme;120000;3;Professional;OUI;4;2017;08;32;Automn;42;40-60
60133;1;1898.0944;Adam Flores;Hervey Bay;Mountain-100 Black, 48;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-08-12;Marié(e);Homme;20000;1;Clerical;OUI;2;2017;08;32;Automn;53;40-60
60134;1;2171.2942;Paula Romero;Perth;Road-150 Red, 52;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-08-12;célibataire;Femme;110000;0;Management;NON;2;2017;08;32;Automn;36;20-40
60135;1;2171.2942;Ronnie Zhang;Rhodes;Road-150 Red, 44;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-08-12;Marié(e);Homme;80000;0;Skilled Manual;NON;2;2017;08;32;Automn;47;40-60
60136;1;1898.0944;Shannon Dominguez;Orly;Mountain-100 Black, 42;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;[Not Applicable];Internet;France;France;Europe;2017-08-12;célibataire;Homme;40000;0;Professional;NON;0;2017;08;32;Automn;36;20-40
60137;1;2171.2942;Ashlee Xu;Hannover;Road-150 Red, 52;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Germany;Germany;Europe;2017-08-12;Marié(e);Femme;40000;0;Clerical;OUI;0;2017;08;32;Automn;42;40-60
60138;1;1898.0944;Emma Murphy;Oak Bay;Mountain-100 Black, 44;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;[Not Applicable];Internet;Canada;Canada;North America;2017-09-25;Marié(e);Femme;70000;0;Management;OUI;2;2017;09;39;Automn;59;40-60
60139;1;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 42;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Specialty Bike Shop;Reseller;Northwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60140;2;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 44;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Specialty Bike Shop;Reseller;Northwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60141;1;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 38;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Specialty Bike Shop;Reseller;Northwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60142;2;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 42;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Specialty Bike Shop;Reseller;Northwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60143;1;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 44;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Specialty Bike Shop;Reseller;Northwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60144;2;3.3963;Jordan Hernandez;Grossmont;Mountain Bike Socks, M;Inconnu;9.5;Mountain Bike Socks;Socks;Clothing;Specialty Bike Shop;Reseller;Northwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60145;3;3.3963;Jordan Hernandez;Grossmont;Mountain Bike Socks, L;Inconnu;9.5;Mountain Bike Socks;Socks;Clothing;Specialty Bike Shop;Reseller;Northwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60146;5;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 42;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60147;6;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 44;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60148;3;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 48;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60149;5;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 38;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60150;5;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 42;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60151;6;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 44;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60152;2;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 48;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60153;2;31.7244;Jordan Hernandez;Grossmont;Long-Sleeve Logo Jersey, M;Inconnu;48.0673;Long-Sleeve Logo Jersey;Jerseys;Clothing;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60154;1;31.7244;Jordan Hernandez;Grossmont;Long-Sleeve Logo Jersey, XL;Inconnu;48.0673;Long-Sleeve Logo Jersey;Jerseys;Clothing;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60155;5;3.3963;Jordan Hernandez;Grossmont;Mountain Bike Socks, M;Inconnu;9.5;Mountain Bike Socks;Socks;Clothing;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60156;3;5.7052;Jordan Hernandez;Grossmont;AWC Logo Cap;Inconnu;8.6442;Cycling Cap;Caps;Clothing;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60157;2;12.0278;Jordan Hernandez;Grossmont;Sport-100 Helmet, Blue;Bleu;33.6442;Sport-100;Helmets;Accessories;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60158;2;699.0928;Jordan Hernandez;Grossmont;HL Mountain Frame - Black, 48;Noir;1349.6;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60159;3;617.0281;Jordan Hernandez;Grossmont;HL Mountain Frame - Black, 42;Noir;1191.1739;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60160;2;617.0281;Jordan Hernandez;Grossmont;HL Mountain Frame - Black, 38;Noir;1191.1739;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60161;2;31.7244;Jordan Hernandez;Grossmont;Long-Sleeve Logo Jersey, L;Inconnu;48.0673;Long-Sleeve Logo Jersey;Jerseys;Clothing;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60162;6;623.8403;Jordan Hernandez;Grossmont;HL Mountain Frame - Silver, 46;Argent;1204.3248;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60163;6;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 38;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60164;4;706.811;Jordan Hernandez;Grossmont;HL Mountain Frame - Silver, 48;Argent;1364.5;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60165;1;12.0278;Jordan Hernandez;Grossmont;Sport-100 Helmet, Black;Noir;33.6442;Sport-100;Helmets;Accessories;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60166;1;12.0278;Jordan Hernandez;Grossmont;Sport-100 Helmet, Red;Rouge;33.6442;Sport-100;Helmets;Accessories;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60167;1;623.8403;Jordan Hernandez;Grossmont;HL Mountain Frame - Silver, 38;Argent;1204.3248;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southwest;United States;North America;2017-09-25;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;39;Automn;42;40-60
60168;1;2171.2942;Teresa Ruiz;Grevenbroich;Road-150 Red, 56;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Germany;Germany;Europe;2017-09-25;célibataire;Femme;20000;0;Manual;NON;2;2017;09;39;Automn;29;20-40
60289;1;1912.1544;John Smith;Port Hammond;Mountain-100 Silver, 44;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;[Not Applicable];Internet;Canada;Canada;North America;2017-10-31;Marié(e);Homme;70000;0;Management;OUI;3;2017;10;44;Automn;56;40-60
60290;1;2171.2942;Paige Brooks;Haney;Road-150 Red, 44;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Canada;Canada;North America;2017-10-31;Marié(e);Femme;50000;1;Skilled Manual;OUI;0;2017;10;44;Automn;30;20-40
60291;1;2171.2942;Julia Gonzales;Marysville;Road-150 Red, 44;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Northwest;United States;North America;2017-10-31;Marié(e);Femme;60000;0;Professional;OUI;0;2017;10;44;Automn;32;20-40
60292;1;2171.2942;Alex Bailey;Burbank;Road-150 Red, 44;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Southwest;United States;North America;2017-10-31;célibataire;Homme;60000;2;Skilled Manual;NON;1;2017;10;44;Automn;35;20-40
60293;1;2171.2942;Larry Martin;Lane Cove;Road-150 Red, 52;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-10-31;célibataire;Homme;100000;0;Management;OUI;0;2017;10;44;Automn;36;20-40
60294;1;1912.1544;Bradley Luo;Metz;Mountain-100 Silver, 44;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;[Not Applicable];Internet;France;France;Europe;2017-10-31;célibataire;Homme;30000;3;Clerical;NON;2;2017;10;44;Automn;24;20-40
60295;1;1898.0944;Taylor Moore;Newton;Mountain-100 Black, 38;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;[Not Applicable];Internet;Canada;Canada;North America;2017-12-16;célibataire;Femme;60000;0;Professional;OUI;0;2017;12;50;Hiver;31;20-40
60296;1;2171.2942;Courtney Turner;Metchosin;Road-150 Red, 62;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Canada;Canada;North America;2017-12-16;célibataire;Femme;30000;0;Clerical;NON;2;2017;12;50;Hiver;24;20-40
60297;1;2171.2942;Luis Collins;Westminster;Road-150 Red, 48;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Canada;Canada;North America;2017-12-16;Marié(e);Homme;60000;1;Professional;OUI;2;2017;12;50;Hiver;53;40-60
60298;1;2171.2942;Richard Ward;Port Orchard;Road-150 Red, 62;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Northwest;United States;North America;2017-12-16;célibataire;Homme;60000;2;Professional;OUI;0;2017;12;50;Hiver;39;20-40
60299;1;2171.2942;Ashley Smith;Burlingame;Road-150 Red, 62;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Southwest;United States;North America;2017-12-16;Marié(e);Femme;60000;0;Professional;OUI;1;2017;12;50;Hiver;40;20-40
60300;1;2171.2942;Taylor Thomas;Spring Valley;Road-150 Red, 48;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Southwest;United States;North America;2017-12-16;célibataire;Femme;70000;0;Management;NON;2;2017;12;50;Hiver;49;40-60
60329;1;413.1463;Mariah Simmons;Vancouver;Road-650 Black, 52;Noir;699.0982;Road-650;Road Bikes;Bikes;[Not Applicable];Internet;Canada;Canada;North America;2017-10-14;célibataire;Femme;90000;4;Professional;OUI;3;2017;10;41;Automn;38;20-40
60330;1;2171.2942;Juan Cooper;W. Linn;Road-150 Red, 56;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Northwest;United States;North America;2017-10-14;célibataire;Homme;40000;0;Clerical;NON;1;2017;10;41;Automn;43;40-60
60331;1;2171.2942;Seth Howard;Lake Oswego;Road-150 Red, 48;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Northwest;United States;North America;2017-10-14;célibataire;Homme;30000;0;Skilled Manual;OUI;2;2017;10;41;Automn;44;40-60
60332;1;2171.2942;Gabrielle Russell;Puyallup;Road-150 Red, 52;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Northwest;United States;North America;2017-10-14;Marié(e);Femme;70000;0;Professional;NON;0;2017;10;41;Automn;32;20-40
60333;1;2171.2942;Edward Collins;Torrance;Road-150 Red, 44;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Southwest;United States;North America;2017-10-14;célibataire;Homme;40000;0;Clerical;NON;1;2017;10;41;Automn;43;40-60
60334;1;1912.1544;Edgar Sara;Gold Coast;Mountain-100 Silver, 44;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-10-14;Marié(e);Homme;70000;0;Professional;NON;1;2017;10;41;Automn;38;20-40
60335;1;413.1463;Benjamin Miller;Sooke;Road-650 Black, 52;Noir;699.0982;Road-650;Road Bikes;Bikes;[Not Applicable];Internet;Canada;Canada;North America;2017-11-06;Marié(e);Homme;60000;2;Professional;OUI;0;2017;11;45;Hiver;44;40-60
60336;1;2171.2942;Logan Griffin;Sedro Woolley;Road-150 Red, 44;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Northwest;United States;North America;2017-11-06;célibataire;Homme;40000;0;Clerical;NON;1;2017;11;45;Hiver;44;40-60
60337;1;2171.2942;Edward Edwards;Gateshead;Road-150 Red, 52;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;United Kingdom;United Kingdom;Europe;2017-11-06;Marié(e);Homme;40000;1;Skilled Manual;OUI;1;2017;11;45;Hiver;29;20-40
60338;1;413.1463;Seth Lewis;Victoria;Road-650 Black, 44;Noir;699.0982;Road-650;Road Bikes;Bikes;[Not Applicable];Internet;Canada;Canada;North America;2017-12-11;célibataire;Homme;30000;0;Skilled Manual;NON;2;2017;12;50;Hiver;22;20-40
60339;1;413.1463;John Thomas;Puyallup;Road-650 Black, 58;Noir;699.0982;Road-650;Road Bikes;Bikes;[Not Applicable];Internet;Northwest;United States;North America;2017-12-11;Marié(e);Homme;80000;0;Skilled Manual;NON;1;2017;12;50;Hiver;44;40-60
60340;1;2171.2942;Kyle Washington;Torrance;Road-150 Red, 48;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Southwest;United States;North America;2017-12-11;célibataire;Homme;80000;2;Professional;NON;1;2017;12;50;Hiver;47;40-60
60341;1;1898.0944;Ross Sanz;Melton;Mountain-100 Black, 44;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-12-11;Marié(e);Homme;100000;5;Management;OUI;2;2017;12;50;Hiver;28;20-40
60342;1;2171.2942;Abby Sandberg;Versailles;Road-150 Red, 52;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;France;France;Europe;2017-12-11;Marié(e);Femme;30000;2;Clerical;NON;2;2017;12;50;Hiver;38;20-40
60343;1;2171.2942;Alexa Sanders;N. Vancouver;Road-150 Red, 56;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Canada;Canada;North America;2017-07-24;Marié(e);Femme;70000;0;Professional;OUI;2;2017;07;30;Ete;46;40-60
60344;1;413.1463;Samuel Hernandez;Everett;Road-650 Red, 48;Rouge;699.0982;Road-650;Road Bikes;Bikes;[Not Applicable];Internet;Northwest;United States;North America;2017-07-24;célibataire;Homme;100000;0;Management;OUI;2;2017;07;30;Ete;34;20-40
60345;1;1912.1544;Elizabeth Johnson;Wollongong;Mountain-100 Silver, 42;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-07-24;célibataire;Femme;80000;5;Professional;OUI;4;2017;07;30;Ete;34;20-40
60346;1;1912.1544;Harold Sai;Goulburn;Mountain-100 Silver, 44;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-07-24;célibataire;Homme;30000;0;Clerical;NON;2;2017;07;30;Ete;56;40-60
60347;1;2171.2942;Fernando Thompson;Sydney;Road-150 Red, 62;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-07-24;célibataire;Homme;80000;0;Skilled Manual;OUI;2;2017;07;30;Ete;49;40-60
60348;1;2171.2942;Sandra Huang;Hervey Bay;Road-150 Red, 48;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Australia;Australia;Pacific;2017-07-24;Marié(e);Femme;20000;0;Clerical;OUI;0;2017;07;30;Ete;24;20-40
60349;1;2171.2942;Ernest Lin;Orleans;Road-150 Red, 48;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;France;France;Europe;2017-07-24;Marié(e);Homme;20000;0;Manual;NON;1;2017;07;30;Ete;28;20-40
60350;1;2171.2942;Allen Garcia;Münster;Road-150 Red, 52;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Germany;Germany;Europe;2017-07-24;Marié(e);Homme;130000;4;Professional;NON;2;2017;07;30;Ete;45;40-60
60351;1;2171.2942;Savannah Morris;Leeds;Road-150 Red, 62;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;United Kingdom;United Kingdom;Europe;2017-07-24;Marié(e);Femme;80000;2;Professional;NON;1;2017;07;30;Ete;49;40-60
